Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"idBoardMovedFrom = getElementPropertyValue(response1, ""id"", CONTINUE_ON_FAILURE)",,,,2022-02-15 18:02:39,2022-02-15 18:02:39,0.000s,PASSED
board_response = response1.getResponseText(),,,,2022-02-15 18:02:39,2022-02-15 18:02:39,0.000s,PASSED
"println(""
	"" + board_response + ""
	"")",,,,2022-02-15 18:02:39,2022-02-15 18:02:39,0.000s,PASSED
"containsString(response1, boardNameVar1, false, CONTINUE_ON_FAILURE)",,,,2022-02-15 18:02:39,2022-02-15 18:02:39,0.000s,PASSED
"response2 = sendRequest(findTestObject(""Trello/List/Create a new list"", [""urlList"":url_List, ""nameofList"":nameofListVar, ""idBoard"":idBoardMovedFrom]))",,,,2022-02-15 18:02:39,2022-02-15 18:02:39,0.778s,PASSED
"verifyResponseStatusCode(response2, 200, CONTINUE_ON_FAILURE)",,,,2022-02-15 18:02:39,2022-02-15 18:02:39,0.000s,PASSED
"containsString(response2, nameofListVar, false, CONTINUE_ON_FAILURE)",,,,2022-02-15 18:02:39,2022-02-15 18:02:39,0.000s,PASSED
"listIdVar = getElementPropertyValue(response2, ""id"", CONTINUE_ON_FAILURE)",,,,2022-02-15 18:02:39,2022-02-15 18:02:39,0.000s,PASSED
"response4 = sendRequest(findTestObject(""Trello/Board Creation"", [""urlBoard"":url_Board, ""boardName"":boardNameVar2]))",,,,2022-02-15 18:02:39,2022-02-15 18:02:40,0.845s,PASSED
"verifyResponseStatusCode(response4, 200, CONTINUE_ON_FAILURE)",,,,2022-02-15 18:02:40,2022-02-15 18:02:40,0.000s,PASSED
"idBoardMovedToVar = getElementPropertyValue(response4, ""id"", CONTINUE_ON_FAILURE)",,,,2022-02-15 18:02:40,2022-02-15 18:02:40,0.031s,PASSED
"containsString(response4, boardNameVar2, false, CONTINUE_ON_FAILURE)",,,,2022-02-15 18:02:40,2022-02-15 18:02:40,0.000s,PASSED
"response5 = sendRequest(findTestObject(""Object Repository/Trello/Move List to Board"", [""urlList"":url_List, ""idList"":listIdVar, ""idBoardMovedTo"":idBoardMovedToVar]))",,,,2022-02-15 18:02:40,2022-02-15 18:02:41,0.867s,PASSED
"verifyResponseStatusCode(response5, 200, CONTINUE_ON_FAILURE)",,,,2022-02-15 18:02:41,2022-02-15 18:02:41,0.000s,PASSED
"containsString(response5, nameofListVar, false, CONTINUE_ON_FAILURE)",,,,2022-02-15 18:02:41,2022-02-15 18:02:41,0.000s,PASSED
,,,,,,,
Test Cases/Trello Api Automation/TC15 Move all Cards in List to different Board,,,,2022-02-15 18:02:41,2022-02-15 18:02:48,7.051s,PASSED
"boardNameVar = ""List from which cards are moved""",,,,2022-02-15 18:02:41,2022-02-15 18:02:41,0.012s,PASSED
"nameofListVar = ""My List""",,,,2022-02-15 18:02:41,2022-02-15 18:02:41,0.000s,PASSED
"cardNameVar = [""Card1"", ""Card2"", ""Card3""]",,,,2022-02-15 18:02:41,2022-02-15 18:02:41,0.000s,PASSED
"nameofListVar1 = ""List to which cards are moved""",,,,2022-02-15 18:02:41,2022-02-15 18:02:41,0.000s,PASSED
"boardNameVar2 = ""List to which cards are moved""",,,,2022-02-15 18:02:41,2022-02-15 18:02:41,0.001s,PASSED
"response1 = sendRequest(findTestObject(""Trello/Board Creation"", [""urlBoard"":url_Board, ""boardName"":boardNameVar]))",,,,2022-02-15 18:02:41,2022-02-15 18:02:42,0.757s,PASSED
"verifyResponseStatusCode(response1, 200, CONTINUE_ON_FAILURE)",,,,2022-02-15 18:02:42,2022-02-15 18:02:42,0.001s,PASSED
"idBoardVar = getElementPropertyValue(response1, ""id"", CONTINUE_ON_FAILURE)",,,,2022-02-15 18:02:42,2022-02-15 18:02:42,0.011s,PASSED
"containsString(response1, boardNameVar, false, CONTINUE_ON_FAILURE)",,,,2022-02-15 18:02:42,2022-02-15 18:02:42,0.000s,PASSED
"response2 = sendRequest(findTestObject(""Trello/List/Create a new list"", [""urlList"":url_List, ""nameofList"":nameofListVar, ""idBoard"":idBoardVar]))",,,,2022-02-15 18:02:42,2022-02-15 18:02:43,0.837s,PASSED
"verifyResponseStatusCode(response2, 200, CONTINUE_ON_FAILURE)",,,,2022-02-15 18:02:43,2022-02-15 18:02:43,0.000s,PASSED
"containsString(response2, nameofListVar, false, CONTINUE_ON_FAILURE)",,,,2022-02-15 18:02:43,2022-02-15 18:02:43,0.000s,PASSED
"listIdVar = getElementPropertyValue(response2, ""id"", CONTINUE_ON_FAILURE)",,,,2022-02-15 18:02:43,2022-02-15 18:02:43,0.032s,PASSED
"for ([i = 0, i < 3, (i++)])",,,,2022-02-15 18:02:43,2022-02-15 18:02:45,2.396s,PASSED
"verifyResponseStatusCode(response3, 200, CONTINUE_ON_FAILURE)",,,,2022-02-15 18:02:45,2022-02-15 18:02:45,0.016s,PASSED
"idCardVar = getElementPropertyValue(response3, ""id"", CONTINUE_ON_FAILURE)",,,,2022-02-15 18:02:45,2022-02-15 18:02:45,0.000s,PASSED
"response4 = sendRequest(findTestObject(""Trello/Board Creation"", [""urlBoard"":url_Board, ""boardName"":boardNameVar2]))",,,,2022-02-15 18:02:45,2022-02-15 18:02:46,0.811s,PASSED
"verifyResponseStatusCode(response4, 200, CONTINUE_ON_FAILURE)",,,,2022-02-15 18:02:46,2022-02-15 18:02:46,0.001s,PASSED
"idBoardMovedToVar = getElementPropertyValue(response4, ""id"", CONTINUE_ON_FAILURE)",,,,2022-02-15 18:02:46,2022-02-15 18:02:46,0.013s,PASSED
"containsString(response4, boardNameVar2, false, CONTINUE_ON_FAILURE)",,,,2022-02-15 18:02:46,2022-02-15 18:02:46,0.000s,PASSED
"response5 = sendRequest(findTestObject(""Trello/List/Create a new list"", [""urlList"":url_List, ""nameofList"":nameofListVar1, ""idBoard"":idBoardMovedToVar]))",,,,2022-02-15 18:02:46,2022-02-15 18:02:47,0.772s,PASSED
"verifyResponseStatusCode(response5, 200, CONTINUE_ON_FAILURE)",,,,2022-02-15 18:02:47,2022-02-15 18:02:47,0.000s,PASSED
"containsString(response5, nameofListVar1, false, CONTINUE_ON_FAILURE)",,,,2022-02-15 18:02:47,2022-02-15 18:02:47,0.000s,PASSED
"idList1Var = getElementPropertyValue(response5, ""id"", CONTINUE_ON_FAILURE)",,,,2022-02-15 18:02:47,2022-02-15 18:02:47,0.016s,PASSED
"response6 = sendRequest(findTestObject(""Object Repository/Trello/Move all Cards in a List"", [""urlList"":url_List, ""idOldList"":listIdVar, ""idList1"":idList1Var, ""idNewBoard"":idBoardMovedToVar]))",,,,2022-02-15 18:02:47,2022-02-15 18:02:48,1.156s,PASSED
"verifyResponseStatusCode(response6, 200, CONTINUE_ON_FAILURE)",,,,2022-02-15 18:02:48,2022-02-15 18:02:48,0.000s,PASSED
,,,,,,,
Test Cases/Trello Api Automation/TC16 Create a CustomField,,,,2022-02-15 18:02:48,2022-02-15 18:02:51,2.926s,FAILED
"boardNameVar = ""Create a Custom Field on Board """,,,,2022-02-15 18:02:48,2022-02-15 18:02:48,0.000s,PASSED
"response1 = sendRequest(findTestObject(""Trello/Board Creation"", [""urlBoard"":url_Board, ""boardName"":boardNameVar]))",,,,2022-02-15 18:02:48,2022-02-15 18:02:49,0.694s,PASSED
"verifyResponseStatusCode(response1, 200, CONTINUE_ON_FAILURE)",,,,2022-02-15 18:02:49,2022-02-15 18:02:49,0.021s,FAILED
"idBoardVar = getElementPropertyValue(response1, ""id"", CONTINUE_ON_FAILURE)",,,,2022-02-15 18:02:49,2022-02-15 18:02:49,0.002s,PASSED
board_response = response1.getResponseText(),,,,2022-02-15 18:02:49,2022-02-15 18:02:49,0.000s,PASSED
"println(""
	"" + board_response + ""
	"")",,,,2022-02-15 18:02:49,2022-02-15 18:02:49,0.000s,PASSED
"containsString(response1, boardNameVar, false, CONTINUE_ON_FAILURE)",,,,2022-02-15 18:02:49,2022-02-15 18:02:49,0.000s,FAILED
"response2 = sendRequest(findTestObject(""Trello/Custom Field/Create a Custom field"", [""idBoard"":idBoardVar]))",,,,2022-02-15 18:02:49,2022-02-15 18:02:50,1.281s,PASSED
"idCustomVar = getElementPropertyValue(response2, ""id"", CONTINUE_ON_FAILURE)",,,,2022-02-15 18:02:50,2022-02-15 18:02:50,0.000s,PASSED
Data = response2.getResponseText(),,,,2022-02-15 18:02:50,2022-02-15 18:02:50,0.000s,PASSED
"print(""
	"" + Data + ""
	"")",,,,2022-02-15 18:02:50,2022-02-15 18:02:50,0.000s,PASSED
"response3 = sendRequest(findTestObject(""Object Repository/Trello/Custom Field/Get data from CustomField"", [""idCustom"":idCustomVar]))",,,,2022-02-15 18:02:50,2022-02-15 18:02:51,0.671s,PASSED
Data = response3.getResponseText(),,,,2022-02-15 18:02:51,2022-02-15 18:02:51,0.000s,PASSED
"print(""
	"" + Data + ""
	"")",,,,2022-02-15 18:02:51,2022-02-15 18:02:51,0.000s,PASSED
,,,,,,,
Test Cases/Trello Api Automation/TC17 Update emailPosition Pref on a Board,,,,2022-02-15 18:02:51,2022-02-15 18:02:53,2.260s,FAILED
"boardNameVar = ""Update Pref1 """,,,,2022-02-15 18:02:51,2022-02-15 18:02:51,0.000s,PASSED
"response1 = sendRequest(findTestObject(""Trello/Board Creation"", [""urlBoard"":url_Board, ""boardName"":boardNameVar]))",,,,2022-02-15 18:02:51,2022-02-15 18:02:52,0.681s,PASSED
"verifyResponseStatusCode(response1, 200, CONTINUE_ON_FAILURE)",,,,2022-02-15 18:02:52,2022-02-15 18:02:52,0.001s,FAILED
"idBoardVar = getElementPropertyValue(response1, ""id"", CONTINUE_ON_FAILURE)",,,,2022-02-15 18:02:52,2022-02-15 18:02:52,0.009s,PASSED
board_response = response1.getResponseText(),,,,2022-02-15 18:02:52,2022-02-15 18:02:52,0.000s,PASSED
"println(""
	"" + board_response + ""
	"")",,,,2022-02-15 18:02:52,2022-02-15 18:02:52,0.000s,PASSED
"containsString(response1, boardNameVar, false, CONTINUE_ON_FAILURE)",,,,2022-02-15 18:02:52,2022-02-15 18:02:52,0.000s,FAILED
"response2 = sendRequest(findTestObject(""Trello/Update Pref/Update emailPosition Pref"", [""idBoard"":idBoardVar]))",,,,2022-02-15 18:02:52,2022-02-15 18:02:53,0.615s,PASSED
"verifyResponseStatusCode(response2, 200, CONTINUE_ON_FAILURE)",,,,2022-02-15 18:02:53,2022-02-15 18:02:53,0.013s,FAILED
"response3 = sendRequest(findTestObject(""Object Repository/Trello/Update Pref/Update showSidebar Pref on a Board"", [""idBoard"":idBoardVar]))",,,,2022-02-15 18:02:53,2022-02-15 18:02:53,0.690s,PASSED
"verifyResponseStatusCode(response3, 200, CONTINUE_ON_FAILURE)",,,,2022-02-15 18:02:53,2022-02-15 18:02:53,0.000s,FAILED
